306.68,10976,2008.11,1429.44,2654.94,1110.38,84.3995,38.7182,7696.19,116.43
303.96,10672,5041.7,1905.49,3700.15,1174.22,46.7322,94.7082,7146.76,116.63
303.97,11248,1683.32,1530.58,2408.55,1110.81,83.7366,39.0267,8845.04,116.69
303.90,10816,4859.36,1784.64,3700.85,1229.53,58.4313,94.3828,7320.03,116.50
303.90,11184,1689.24,1440.97,2654.66,1119,84.0846,36.1308,8399.66,116.74
303.82,11104,4772.36,1578.06,3700.25,1140.78,54.1777,94.5386,8180.27,116.56
303.94,11184,1565.58,1568.18,2270.62,1226.9,83.0787,38.2414,8343.95,116.68
303.77,11328,4549.6,1882.31,3702.25,1298.23,50.5193,94.0511,6699.84,116.71
303.92,11136,1669.57,1522.8,2421.17,1217.07,84.0587,38.4475,7857.8,116.72
303.89,10864,4709.18,1576.09,3701.3,1128.71,54.6697,94.5061,8218.46,116.65
303.88,11200,1640.46,1513.41,2438.13,1202.16,83.566,37.2381,7859.15,116.63
303.80,11072,4702.76,1864.8,3703.6,1127.81,44.9527,94.5971,8079.25,116.62
303.93,10928,1603.06,1582.11,2354.5,1240.05,82.3395,37.6898,7373.88,116.68
303.86,11136,4603.89,1660.47,3703.84,1214.53,52.0047,94.3253,7943.7,116.64
303.91,11168,1658.96,1463.04,2546.79,1214.88,84.4905,36.8807,8876.18,116.66
304.02,10832,4628.49,1573.61,3701.77,1173.86,52.5404,94.4046,7777.56,116.73
303.95,11072,1637.45,1557.66,2467.34,1164.48,82.3253,37.6584,8237,116.62
303.89,11120,4846.9,1869.49,3702.7,1158.59,57.1045,94.5875,7723.47,116.50
303.89,10832,1628.61,1573.56,2407.03,1162.24,82.3594,38.0632,8822.94,116.61
303.81,10848,4633.8,1860.82,3703.44,1149.93,46.2978,94.4159,6818.09,116.65
303.94,11088,1636.8,1471.3,2511,1147.09,84.2564,36.7713,8454.72,116.69
303.88,11168,4656.81,1600.23,3697.97,1174.6,53.1515,94.4333,8196.01,116.67
303.94,11088,1684.69,1505.05,2525.01,1228.02,82.9791,37.305,9094.71,116.71
303.79,11360,4704.67,1656.01,3704.48,1162.13,49.8282,94.4863,7605.32,116.61
303.97,10832,1656.6,1498.12,2461.22,1221.11,83.3265,37.1435,8323.49,116.57
303.92,11136,4607.96,1871.4,3703.47,1279.73,50.3487,94.1501,6637.76,116.70
303.88,11152,1586.95,1479.72,2358.78,1188.1,84.4381,38.0614,8338.71,116.68
303.80,10928,4805.89,1887.02,3703.99,1181.79,55.5743,94.4231,6400.68,116.58
303.96,11200,1669.2,1444.03,2534.02,1152.18,83.8306,37.1531,8256.25,116.69
303.88,11152,4568.86,1846.43,3701.37,1345.63,51.829,93.9645,7618.63,116.70
