309.13,11312,1699.2,1350.7,2432,1296.72,81.3171,38.2417,14290.8,109.89
303.82,11072,4758.24,1670.07,3705.82,1351.34,54.8977,94.3433,14536.4,110.03
303.94,11168,1590.6,1435.81,2672.52,1353.89,81.2106,33.0768,13727.8,110.15
303.83,10944,4604.63,1693.61,3707.29,1348.84,46.1785,94.2594,13531.9,109.94
303.89,11184,1401.48,1421.41,2263.47,1344.75,80.9703,34.9877,14385.3,110.12
303.82,10800,4609.01,1529.95,3705.63,1354.27,49.4058,94.3815,14701.7,110.03
303.95,11168,1391.81,1358.16,2256.25,1351.75,82.9894,35.696,14702.5,110.01
303.82,11088,4622.16,1602.42,3706.12,1349.31,47.2969,94.3989,14008.2,109.87
303.95,11024,1418.06,1375.13,2328.48,1347.88,82.2853,34.7347,14360.3,110.17
303.80,10896,4644.91,1561.68,3705.96,1352.13,50.3194,94.3021,14323.2,109.95
303.97,10832,1444.94,1375.4,2309.47,1350.4,82.9944,35.7502,14080.1,110.07
303.84,11296,4659.53,1595.69,3707.77,1348.76,46.9406,94.3202,14492.2,110.00
303.92,11136,1449.93,1438.12,2336.96,1344.73,80.5036,34.2991,14362.4,110.13
303.81,11104,4845.36,1773.82,3694.11,1347.51,51.4677,94.3329,14670.1,110.08
303.94,11040,1460.92,1391.7,2412.45,1353.55,81.3623,34.3536,14405.7,110.04
303.83,11312,4737.85,1644.1,3707.68,1349.29,48.1796,94.2555,14756.1,110.04
303.93,11168,1431.84,1361.92,2380.61,1346.81,81.8471,34.1721,14771.7,110.15
303.83,11200,4733.01,1609.65,3708.14,1360.76,48.6872,94.2403,15066.2,109.99
303.94,11152,1608.01,1421.32,2674.71,1350.29,80.9267,33.1169,14535.4,110.09
303.76,10816,4722.45,1667.81,3706.8,1347.12,47.615,94.296,14528.1,110.02
303.93,11184,1627.41,1421.84,2729.68,1356.73,81.0615,32.9689,13971.4,110.20
303.85,11152,4686.25,1615.06,3704.75,1355.89,46.9381,94.2936,15075.9,110.02
303.95,11120,1402.39,1354.45,2240.75,1357.32,82.7632,36.0789,15392.4,110.07
303.93,11120,4715.78,1669,3706.8,1351.73,45.8782,94.3066,14308.5,110.14
303.91,11056,1605.55,1418.3,2671.2,1352.23,81.0384,33.2676,14244.9,110.17
303.98,10848,4845.98,1678.89,3703.12,1350.2,54.5233,94.3424,14518.7,109.85
303.96,11024,1425.38,1353.69,2320.32,1352.17,82.6395,35.3079,15468.2,110.10
303.81,10800,4670.44,1510.95,3705.57,1356.67,50.0123,94.3257,14876.9,109.95
303.95,11104,1432.48,1399.05,2322.18,1349.24,81.0021,34.6891,14377.8,110.18
303.82,11104,4707.23,1706.58,3707.26,1347.81,44.5154,94.2432,14272.9,110.05
