309.61,11152,2398.58,1492.55,2977.67,1129.01,81.2752,44.01,7291.6,116.27
304.31,11248,5038.21,1822.28,3701.51,1228.21,46.7906,95.2589,8409.96,116.54
304.32,11024,2298.8,1655.97,2952.31,1192.54,80.8845,42.1985,8438.03,116.59
304.22,11008,5028.85,1690.69,3702.35,1202.62,52.4213,95.1474,8772.89,116.66
304.38,10832,2281.79,1605.84,3002.36,1191.85,81.232,42.0821,6982.69,116.66
304.23,11312,5016.9,1599.22,3701.78,1176.8,49.8237,95.2163,8891.37,116.60
304.26,10704,2014.41,1544.6,2586.21,1316.7,82.9634,44.555,8757.62,116.72
304.34,11024,5046.15,1781.91,3703.78,1215.93,47.2279,95.3408,6078.03,116.35
304.32,11264,2480.26,1745.99,3046.64,1192.39,84.7493,42.1898,7871.85,116.62
304.40,11056,5057.91,1958.23,3701.08,1182.32,46.3537,95.2035,6595.05,116.64
304.36,11056,2290.9,1608.06,3061.92,1207.21,81.3007,40.8559,8949.51,116.77
304.33,11312,4987.74,1711.9,3701.77,1224.54,49.1918,95.1981,8078.86,116.42
304.37,10832,2279.94,1561.53,3017.19,1194.44,81.9373,41.8906,6949.92,116.61
304.34,11040,5009.06,1942.25,3702.64,1178.74,44.2657,95.3283,9913.8,116.58
304.34,11072,2314.61,1561.87,3058.26,1223.88,82.2806,41.519,6992.09,116.64
304.33,10976,5047.67,1885.54,3704.96,1233.56,47.1816,95.2535,8476.38,116.48
304.30,11328,2169.08,1544.15,2909.39,1225.21,82.2346,42.1993,8556.81,116.65
304.38,10704,5057.77,1991.71,3701,1153.29,43.9278,95.3376,9164.38,116.61
304.30,11136,2122.7,1598.57,2712.03,1272.81,82.5058,44.1254,8576.67,116.64
304.33,10880,5148.64,1759.62,3702.22,1179.1,56.7475,95.1736,8707.47,116.66
304.30,10784,1991.28,1547.86,2544.52,1335.41,83.1597,45.3642,8524.29,116.68
304.32,11168,4898.12,1845.82,3692.9,1350.06,49.2786,94.9167,7452.52,115.25
304.36,10928,2168.18,1537.6,2842.48,1260.51,82.0691,42.6772,8620.2,116.74
304.19,11152,5007.53,1882.93,3700.17,1271.33,46.3475,95.1701,8862.06,116.58
304.36,10752,2205.29,1578.18,2902.75,1211.51,81.4926,42.8437,7614.88,116.62
304.26,10720,4955.36,1895.68,3695.07,1313.73,47.9094,94.9496,7516.8,116.18
304.32,11104,2113.56,1517.69,2836.12,1265.7,82.7806,42.7157,9031.18,116.72
304.24,11088,5048.94,1913.02,3703.16,1192.87,45.6687,95.2752,8376.97,116.56
304.33,11040,2052.67,1522.52,2651.45,1287.23,83.5408,44.4089,8559.71,116.75
304.33,11008,5011.39,1765.06,3699.07,1309.89,55.7978,94.9967,8179.29,116.37
