0.0200,STATE,0,0,0,0
0.0400,STATE,0,0,0,0
0.0544,STATE,0,0,0,0
0.0657,STATE,0,0,0,0
0.0701,STATE,0,0,0,0
0.0753,STATE,0,0,0,0
0.0784,STATE,0,0,0,0
0.0825,STATE,0,0,0,0
0.0865,STATE,0,0,0,0
0.0905,STATE,0,0,0,0
0.0944,STATE,0,0,0,0
0.0984,STATE,0,0,0,0
0.1019,STATE,0,0,0,0
0.1056,STATE,0,0,0,0
0.1091,STATE,0,0,0,0
0.1129,STATE,0,0,0,0
0.1163,STATE,0,0,0,0
0.1200,STATE,0,0,0,0
0.1239,STATE,0,0,0,0
0.1274,STATE,0,0,0,0
0.1309,STATE,0,0,0,0
0.1345,STATE,0,0,0,0
0.1381,STATE,0,0,0,0
0.1417,STATE,0,0,0,0
0.1454,STATE,0,0,0,0
0.1490,STATE,0,0,0,0
0.1526,STATE,0,0,0,0
0.1562,STATE,0,0,0,0
0.1600,STATE,0,0,0,0
0.1636,STATE,0,0,0,0
0.1676,STATE,0,0,0,0
0.1711,STATE,0,0,0,0
0.1749,STATE,0,0,0,0
0.1787,STATE,0,0,0,0
0.1828,STATE,0,0,0,0
0.1862,STATE,0,0,0,0
0.1900,STATE,0,0,0,0
0.1937,STATE,0,0,0,0
0.1972,STATE,0,0,0,0
0.2010,STATE,0,0,0,0
0.2048,STATE,0,0,0,0
0.2085,STATE,0,0,0,0
0.2127,STATE,0,0,0,0
0.2159,STATE,0,0,0,0
0.2197,STATE,0,0,0,0
0.2235,STATE,0,0,0,0
0.2273,STATE,0,0,0,0
0.2311,STATE,0,0,0,0
0.2347,STATE,0,0,0,0
0.2384,STATE,0,0,0,0
0.2422,STATE,0,0,0,0
0.2461,STATE,0,0,0,0
0.2496,STATE,0,0,0,0
0.2533,STATE,0,0,0,0
0.2571,STATE,0,0,0,0
0.2607,STATE,0,0,0,0
0.2647,STATE,0,0,0,0
0.2684,STATE,0,0,0,0
0.2721,STATE,0,0,0,0
0.2758,STATE,0,0,0,0
0.2795,STATE,0,0,0,0
0.2831,STATE,0,0,0,0
0.2868,STATE,0,0,0,0
0.2912,STATE,0,0,0,0
0.2948,STATE,0,0,0,0
0.2984,STATE,0,0,0,0
0.3023,STATE,0,0,0,0
0.3060,STATE,0,0,0,0
0.3096,STATE,0,0,0,0
0.3134,STATE,0,0,0,0
0.3169,STATE,0,0,0,0
0.3209,STATE,0,0,0,0
0.3242,STATE,0,0,0,0
0.3280,STATE,0,0,0,0
0.3318,STATE,0,0,0,0
0.3356,STATE,0,0,0,0
0.3393,STATE,0,0,0,0
0.3431,STATE,0,0,0,0
0.3471,STATE,0,0,0,0
0.3506,STATE,0,0,0,0
0.3544,STATE,0,0,0,0
0.3584,STATE,0,0,0,0
0.3619,STATE,0,0,0,0
0.3657,STATE,0,0,0,0
0.3694,STATE,0,0,0,0
0.3731,STATE,0,0,0,0
0.3769,STATE,0,0,0,0
0.3807,STATE,0,0,0,0
0.3844,STATE,0,0,0,0
0.3880,STATE,0,0,0,0
0.3917,STATE,0,0,0,0
0.3953,STATE,0,0,0,0
0.3990,STATE,0,0,0,0
0.4026,STATE,0,0,0,0
0.4065,STATE,0,0,0,0
0.4100,STATE,0,0,0,0
0.4139,STATE,0,0,0,0
0.4176,STATE,0,0,0,0
0.4215,STATE,0,0,0,0
0.4253,STATE,0,0,0,0
0.4289,STATE,0,0,0,0
0.4326,STATE,0,0,0,0
0.4363,STATE,0,0,0,0
0.4401,STATE,0,0,0,0
0.4439,STATE,0,0,0,0
0.4477,STATE,0,0,0,0
0.4515,STATE,0,0,0,0
0.4550,STATE,0,0,0,0
0.4587,STATE,0,0,0,0
0.4626,STATE,0,0,0,0
0.4662,STATE,0,0,0,0
0.4699,STATE,0,0,0,0
0.4737,STATE,0,0,0,0
0.4775,STATE,0,0,0,0
0.4811,STATE,0,0,0,0
0.4849,STATE,0,0,0,0
0.4886,STATE,0,0,0,0
0.4923,STATE,0,0,0,0
0.4960,STATE,0,0,0,0
0.4997,STATE,0,0,0,0
0.5033,STATE,0,0,0,0
0.5070,STATE,0,0,0,0
0.5107,STATE,0,0,0,0
0.5145,STATE,0,0,0,0
0.5181,STATE,0,0,0,0
0.5220,STATE,0,0,0,0
0.5258,STATE,0,0,0,0
0.5294,STATE,0,0,0,0
0.5330,STATE,0,0,0,0
0.5368,STATE,0,0,0,0
0.5405,STATE,0,0,0,0
0.5442,STATE,0,0,0,0
0.5480,STATE,0,0,0,0
0.5517,STATE,0,0,0,0
0.5552,STATE,0,0,0,0
0.5590,STATE,0,0,0,0
0.5627,STATE,0,0,0,0
0.5664,STATE,0,0,0,0
0.5702,STATE,0,0,0,0
0.5740,STATE,0,0,0,0
0.5776,STATE,0,0,0,0
0.5814,STATE,0,0,0,0
0.5850,STATE,0,0,0,0
0.5886,STATE,0,0,0,0
0.5923,STATE,0,0,0,0
0.5960,STATE,0,0,0,0
0.5998,STATE,0,0,0,0
0.6034,STATE,0,0,0,0
0.6072,STATE,0,0,0,0
0.6109,STATE,0,0,0,0
0.6147,STATE,0,0,0,0
0.6183,STATE,0,0,0,0
0.6221,STATE,0,0,0,0
0.6257,STATE,0,0,0,0
0.6294,STATE,0,0,0,0
0.6331,STATE,0,0,0,0
0.6368,STATE,0,0,0,0
0.6404,STATE,0,0,0,0
0.6442,STATE,0,0,0,0
0.6479,STATE,0,0,0,0
0.6515,STATE,0,0,0,0
0.6551,STATE,0,0,0,0
0.6587,STATE,0,0,0,0
0.6626,STATE,0,0,0,0
0.6661,STATE,0,0,0,0
0.6698,STATE,0,0,0,0
0.6735,STATE,0,0,0,0
0.6772,STATE,0,0,0,0
0.6810,STATE,0,0,0,0
0.6847,STATE,0,0,0,0
0.6884,STATE,0,0,0,0
0.6920,STATE,0,0,0,0
0.6959,STATE,0,0,0,0
0.6995,STATE,0,0,0,0
0.7032,STATE,0,0,0,0
0.7068,STATE,0,0,0,0
0.7106,STATE,0,0,0,0
0.7142,STATE,0,0,0,0
0.7178,STATE,0,0,0,0
0.7215,STATE,0,0,0,0
0.7252,STATE,0,0,0,0
0.7294,STATE,0,0,0,0
0.7327,STATE,0,0,0,0
0.7363,STATE,0,0,0,0
0.7401,STATE,0,0,0,0
0.7438,STATE,0,0,0,0
0.7475,STATE,0,0,0,0
0.7512,STATE,0,0,0,0
0.7549,STATE,0,0,0,0
0.7585,STATE,0,0,0,0
0.7627,STATE,0,0,0,0
0.7659,STATE,0,0,0,0
0.7696,STATE,0,0,0,0
0.7735,STATE,0,0,0,0
0.7771,STATE,0,0,0,0
0.7809,STATE,0,0,0,0
0.7844,STATE,0,0,0,0
0.7882,STATE,0,0,0,0
0.7918,STATE,0,0,0,0
0.7954,STATE,0,0,0,0
0.7991,STATE,0,0,0,0
0.8028,STATE,0,0,0,0
0.8068,STATE,0,0,0,0
0.8103,STATE,0,0,0,0
0.8141,STATE,0,0,0,0
0.8178,STATE,0,0,0,0
0.8216,STATE,0,0,0,0
0.8253,STATE,0,0,0,0
0.8291,STATE,0,0,0,0
0.8327,STATE,0,0,0,0
0.8365,STATE,0,0,0,0
0.8402,STATE,0,0,0,0
0.8439,STATE,0,0,0,0
0.8477,STATE,0,0,0,0
0.8513,STATE,0,0,0,0
0.8550,STATE,0,0,0,0
0.8587,STATE,0,0,0,0
0.8626,STATE,0,0,0,0
0.8662,STATE,0,0,0,0
0.8699,STATE,0,0,0,0
0.8735,STATE,0,0,0,0
0.8772,STATE,0,0,0,0
0.8812,STATE,0,0,0,0
0.8847,STATE,0,0,0,0
0.8884,STATE,0,0,0,0
0.8921,STATE,0,0,0,0
0.8959,STATE,0,0,0,0
0.8995,STATE,0,0,0,0
0.9032,STATE,0,0,0,0
0.9070,STATE,0,0,0,0
0.9106,STATE,0,0,0,0
0.9144,STATE,0,0,0,0
0.9180,STATE,0,0,0,0
0.9217,STATE,0,0,0,0
0.9254,STATE,0,0,0,0
0.9292,STATE,0,0,0,0
0.9329,STATE,0,0,0,0
0.9367,STATE,0,0,0,0
0.9403,STATE,0,0,0,0
0.9440,STATE,0,0,0,0
0.9478,STATE,0,0,0,0.025
0.9516,STATE,0,0,0,0.025
0.9604,STATE,0,0,0,0.025
0.9652,STATE,0,0,0,0
0.9685,STATE,0,0,0,0
0.9724,STATE,0,0,0,0.05
0.9763,STATE,0,0,0,0.05
0.9800,STATE,0,0,0,0
0.9841,STATE,0,0,0,0.05
0.9876,STATE,0,0,0,0
0.9917,STATE,0,0,0,0.025
0.9952,STATE,0,0,0,0
0.9991,STATE,0,0,0,0
1.0026,STATE,0,0,0,0
1.0067,STATE,0,0,0,0
1.0101,STATE,0,0,0,0
1.0139,STATE,0,0,0,0.025
1.0177,STATE,0,0,0,0
1.0212,STATE,0,0,0,0
1.0252,STATE,0,0,-0.025,0
1.0293,STATE,0,0,0,0
1.0327,STATE,0,0,0,0
1.0363,STATE,0,0,0,0
1.0403,STATE,0,0,0,0
1.0439,STATE,0,0,0,0
1.0477,STATE,0,0,0,0
1.0514,STATE,0,0,0,0
1.0552,STATE,0,0,0,0
1.0588,STATE,0,0,0,0
1.0626,STATE,0,0,0,0
1.0663,STATE,0,0,0,0
1.0699,STATE,0,0,0,0
1.0739,STATE,0,0,0,0
1.0774,STATE,0,0,0,0
1.0813,STATE,0,0,0,0
1.0849,STATE,0,0,0,0
1.0887,STATE,0,0,0,-0.025
1.0924,STATE,0,0,0,0
1.0962,STATE,0,0,0,0
1.0999,STATE,0,0,0,0
1.1036,STATE,0,0,0,-0.025
1.1074,STATE,0,0,0,0
1.1109,STATE,0,0,0,0
1.1149,STATE,0,0,0,0
1.1185,STATE,0,0,0,0
1.1224,STATE,0,0,0,0
1.1259,STATE,0,0,0,0
1.1297,STATE,0,0,0,-0.025
1.1332,STATE,0,0,0,0
1.1369,STATE,0,0,0,0
1.1407,STATE,0,0,0,0
1.1444,STATE,0,0,0,0
1.1481,STATE,0,0,0,0
1.1518,STATE,0,0,0,0
1.1557,STATE,0,0,0,0
1.1593,STATE,0,0,0,0
1.1629,STATE,0,0,0,0
1.1667,STATE,0,0,0,0
1.1704,STATE,0,0,0,0
1.1742,STATE,0,0,0,0
1.1865,STATE,0,0,0,0
1.1892,STATE,0,0,0,0
1.1929,STATE,0,0,0,0
1.1969,STATE,0,0,0,0
1.2004,STATE,0,0,0,0
1.2043,STATE,0,0,0,0
1.2080,STATE,0,0,0,0
1.2118,STATE,0,0,0,0
1.2154,STATE,0,0,0,0
1.2193,STATE,0,0,0,0
1.2230,STATE,0,0,0,0
1.2268,STATE,0,0,0,0
1.2304,STATE,0,0,0,0
1.2341,STATE,0,0,0,0
1.2377,STATE,0,0,0,0
1.2413,STATE,0,0,0,0
1.2451,STATE,0,0,0,0
1.2488,STATE,0,0,0,0
1.2526,STATE,0,0,0,0
1.2563,STATE,0,0,0,0
1.2600,STATE,0,0,0,0
1.2636,STATE,0,0,0,0
1.2674,STATE,0,0,0,0
1.2710,STATE,0,0,0,0
1.2746,STATE,0,0,0,0
1.2785,STATE,0,0,0,0
1.2821,STATE,0,0,0,0
1.2878,STATE,0,0,0,0
1.2905,STATE,0,0,0,0
1.2941,STATE,0,0,0,0
1.2979,STATE,0,0,0,0
1.3015,STATE,0,0,0,0
1.3053,STATE,0,0,0,0
1.3090,STATE,0,0,0,0
1.3127,STATE,0,0,0,0
1.3163,STATE,0,0,0,0
1.3199,STATE,0,0,0,0
1.3236,STATE,0,0,0,0
1.3274,STATE,0,0,0,0
1.3312,STATE,0,0,0,0
1.3347,STATE,0,0,0,0
1.3384,STATE,0,0,0,0
1.3420,STATE,0,0,0,0
1.3459,STATE,0,0,0,0
1.3494,STATE,0,0,0,0
1.3531,STATE,0,0,0,0
1.3568,STATE,0,0,0,0
1.3605,STATE,0,0,0,0
1.3645,STATE,0,0,0,0
1.3681,STATE,0,0,0,0
1.3718,STATE,0,0,0,0
1.3754,STATE,0,0,0,0
1.3792,STATE,0,0,0,0
1.3828,STATE,0,0,0,0
1.3865,STATE,0,0,0,0
1.3902,STATE,0,0,0,0
1.3939,STATE,0,0,0,0
1.3975,STATE,0,0,0,0
